,Question,Generated Answer,Topic,BLEU Score,ROUGE Score,Inference Time
72,"""Apakah terdapat penemuan arkeologis atau temuan lain yang terkait dengan Stupa di Candi Borobudur?""","Tidak ada penemuan arkeologis atau temuan lain yang signifikan terkait dengan Stupa di Candi Borobudur, karena tidak ditemukan sisa barang atau benda pemujaan di dalam stupa utama. Namun, ada beberapa teori dan analisis yang dilakukan oleh ahli terkait dengan bentuk, tata letak, dan makna filosofis stupa di Candi Borobudur.",Budaya,"{'bleu': 0.0, 'precisions': [0.12727272727272726, 0.018518518518518517, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.5277777777777777, 'translation_length': 55, 'reference_length': 36}","{'rouge1': 0.2857142857142857, 'rouge2': 0.10666666666666667, 'rougeL': 0.23376623376623376, 'rougeLsum': 0.2597402597402597}",0.9133753776550293
73,"""Bagaimana cara para arsitek zaman dahulu mengatasi tantangan teknis yang mungkin timbul dari penggunaan batu andesit?""",Para arsitek zaman dahulu mengatasi tantangan teknis yang mungkin timbul dari penggunaan batu andesit dengan memperhatikan karakteristik batuan tersebut dan mengambil langkah-langkah teknis seperti memilih batuan dengan karakteristik yang sesuai dan menerapkan teknik konstruksi yang tepat. Mereka juga mungkin menggunakan perlindungan tambahan untuk mengurangi dampak pemuaian dan pengerutan pada batu andesit.,Budaya,"{'bleu': 0.0, 'precisions': [0.16981132075471697, 0.057692307692307696, 0.0196078431372549, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 2.5238095238095237, 'translation_length': 53, 'reference_length': 21}","{'rouge1': 0.22535211267605634, 'rouge2': 0.08695652173913045, 'rougeL': 0.14084507042253522, 'rougeLsum': 0.14084507042253522}",1.7745840549468994
74,"""Bagaimana Candi Borobudur dapat dijadikan sumber inspirasi dalam pembelajaran sejarah?""","Candi Borobudur dapat dijadikan sumber inspirasi dalam pembelajaran sejarah karena memungkinkan siswa untuk melihat, mengamati, dan menanyakan langsung terhadap materi yang belum jelas. Hal ini memungkinkan siswa untuk berpikir kreatif, menemukan konsep-konsep baru tentang materi, sehingga memudahkan siswa untuk mengerti dan memahami materi sejarah.",Budaya,"{'bleu': 0.3858586310691483, 'precisions': [1.0, 0.9795918367346939, 0.9583333333333334, 0.9361702127659575], 'brevity_penalty': 0.3985190410845142, 'length_ratio': 0.5208333333333334, 'translation_length': 50, 'reference_length': 96}","{'rouge1': 0.7031249999999999, 'rouge2': 0.6825396825396824, 'rougeL': 0.7031249999999999, 'rougeLsum': 0.7031249999999999}",0.7751572132110596
75,"""Apa yang dapat dipelajari dari representasi binatang-binatang di lantai teras Candi Borobudur?""","Dari representasi binatang-binatang di lantai teras Candi Borobudur, kita dapat mempelajari tentang simbolisme dan makna filosofis dalam ajaran Buddha. Selain itu, kita juga dapat memahami konsep kosmologi dan kehidupan dalam ajaran Buddha melalui representasi binatang-binatang tersebut.",Budaya,"{'bleu': 0.15449310306870723, 'precisions': [0.5, 0.2564102564102564, 0.18421052631578946, 0.10810810810810811], 'brevity_penalty': 0.6872892787909722, 'length_ratio': 0.7272727272727273, 'translation_length': 40, 'reference_length': 55}","{'rouge1': 0.44705882352941173, 'rouge2': 0.26506024096385544, 'rougeL': 0.3529411764705882, 'rougeLsum': 0.3529411764705882}",0.7797319889068604
76,"""Apa peran riset pasar dalam membantu Public Relations memahami preferensi dan ekspektasi masyarakat terhadap Taman Wisata Candi Borobudur?""","Peran riset pasar sangat penting dalam membantu Public Relations memahami preferensi dan ekspektasi masyarakat terhadap Taman Wisata Candi Borobudur. Riset pasar memungkinkan Public Relations untuk memperoleh pemahaman mendalam tentang preferensi, harapan, dan kebutuhan pengunjung, sehingga dapat meningkatkan kepuasan dan pengalaman positif mereka.",Budaya,"{'bleu': 0.04453303396093981, 'precisions': [0.9787234042553191, 0.8260869565217391, 0.7111111111111111, 0.6136363636363636], 'brevity_penalty': 0.057782817083852425, 'length_ratio': 0.2596685082872928, 'translation_length': 47, 'reference_length': 181}","{'rouge1': 0.4221105527638191, 'rouge2': 0.3553299492385787, 'rougeL': 0.38190954773869346, 'rougeLsum': 0.38190954773869346}",1.42923903465271
77,"""Apakah ada kisah-kisah sejarah terkenal yang terkait dengan Candi Borobudur?""","Ya, ada beberapa kisah sejarah terkenal yang terkait dengan Candi Borobudur, seperti kisah perjalanan Pangeran Siddhartha Gautama menuju pencerahan yang dikenal sebagai Kehidupan Buddha. Selain itu, terdapat juga kisah-kisah lain seperti adegan dari Ramayana dan Mahabharata, serta cerita tentang makhluk mitos dan kehidupan sehari-hari masyarakat Jawa kuno.",Budaya,"{'bleu': 0.20679395094761036, 'precisions': [0.32075471698113206, 0.23076923076923078, 0.17647058823529413, 0.14], 'brevity_penalty': 1.0, 'length_ratio': 2.0384615384615383, 'translation_length': 53, 'reference_length': 26}","{'rouge1': 0.4225352112676057, 'rouge2': 0.34782608695652173, 'rougeL': 0.39436619718309857, 'rougeLsum': 0.39436619718309857}",0.8837881088256836
78,"""Bagaimana nilai-nilai budaya Hindu dan Buddha tercermin dalam desain dan struktur Candi Borobudur?""",Nilai-nilai budaya Hindu dan Buddha tercermin dalam desain dan struktur Candi Borobudur melalui berbagai elemen arsitektur dan relief yang menggambarkan ajaran Budha dan kisah-kisah moral terkait dengan kepercayaan Budha. Struktur candi yang menyerupai stupa juga mencerminkan nilai-nilai Budha sebagai gambaran makrokosmos yang berkaitan dengan Sang Budha sebagai penguasa dunia.,Budaya,"{'bleu': 0.5131983151259287, 'precisions': [0.6666666666666666, 0.56, 0.46938775510204084, 0.3958333333333333], 'brevity_penalty': 1.0, 'length_ratio': 1.108695652173913, 'translation_length': 51, 'reference_length': 46}","{'rouge1': 0.736842105263158, 'rouge2': 0.6451612903225806, 'rougeL': 0.736842105263158, 'rougeLsum': 0.736842105263158}",0.7827968597412109
79,"""Mengapa Candi Borobudur memiliki jumlah teras yang spesifik, dan apakah itu memiliki makna simbolik?""",Candi Borobudur memiliki jumlah teras yang spesifik karena setiap teras mewakili tahapan-tahapan perjalanan spiritual dalam ajaran Buddha. Jumlah teras ini memiliki makna simbolik yang dalam dalam konteks ajaran dan praktik spiritual dalam Buddhisme.,Budaya,"{'bleu': 0.4916776273205992, 'precisions': [0.5142857142857142, 0.5, 0.48484848484848486, 0.46875], 'brevity_penalty': 1.0, 'length_ratio': 1.75, 'translation_length': 35, 'reference_length': 20}","{'rouge1': 0.6923076923076924, 'rouge2': 0.6799999999999999, 'rougeL': 0.6923076923076924, 'rougeLsum': 0.6923076923076924}",0.683509111404419
80,"""Apa keunikan dari batu yang digunakan dalam konstruksi Candi Borobudur?""","Keunikan dari batu yang digunakan dalam konstruksi Candi Borobudur adalah variasi warna, tekstur, dan karakteristik kimia yang dimilikinya. Batu andesit yang digunakan memiliki beragam warna seperti abu-abu, abu-abu kecokelatan, abu-abu kehitaman, kemerahan, dan hitam.",Budaya,"{'bleu': 0.4808719145653212, 'precisions': [0.5, 0.4878048780487805, 0.475, 0.46153846153846156], 'brevity_penalty': 1.0, 'length_ratio': 1.826086956521739, 'translation_length': 42, 'reference_length': 23}","{'rouge1': 0.6545454545454547, 'rouge2': 0.6415094339622641, 'rougeL': 0.6545454545454547, 'rougeLsum': 0.6545454545454547}",0.7393558025360107
81,"""Apa yang dimaksud dengan Mandala di Candi Borobudur?""","Mandala di Candi Borobudur adalah representasi simbolis dari keterkaitan semua hal dan berfungsi sebagai bantuan visual untuk meditasi dan kontemplasi spiritual. Platform melingkar dan arsitektur keseluruhan candi dirancang sebagai mandala, menciptakan ruang suci untuk latihan dan refleksi spiritual.",Budaya,"{'bleu': 0.0, 'precisions': [0.12195121951219512, 0.0, 0.0, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.9523809523809523, 'translation_length': 41, 'reference_length': 21}","{'rouge1': 0.10909090909090909, 'rouge2': 0.0, 'rougeL': 0.10909090909090909, 'rougeLsum': 0.10909090909090909}",1.2159192562103271
82,"""Apa yang bisa kita pelajari dari Candi Borobudur dalam konteks seni, arsitektur, dan kebudayaan pada masa itu?""","Dari Candi Borobudur, kita dapat belajar tentang keterampilan arsitektur, representasi seni dan simbolisme, kebudayaan dan spiritualitas, serta etnomatematika. Hal ini memberikan wawasan mendalam tentang seni, arsitektur, dan kebudayaan pada masa lalu.",Budaya,"{'bleu': 0.251623740726325, 'precisions': [0.48717948717948717, 0.34210526315789475, 0.2972972972972973, 0.25], 'brevity_penalty': 0.754235004823114, 'length_ratio': 0.78, 'translation_length': 39, 'reference_length': 50}","{'rouge1': 0.6666666666666666, 'rouge2': 0.47761194029850745, 'rougeL': 0.46376811594202894, 'rougeLsum': 0.6666666666666666}",0.7806894779205322
83,"""Apa peran Candi Borobudur dalam menyatukan berbagai elemen budaya dan agama di Indonesia?""","Candi Borobudur memiliki peran penting dalam menyatukan berbagai elemen budaya dan agama di Indonesia dengan menunjukkan keberagaman budaya dan agama Hindu-Budha. Sebagai salah satu candi Agama Budha terbesar di Indonesia, Borobudur mencerminkan nilai budaya dan agama yang beragam dan mempromosikan keberagaman budaya Indonesia secara global.",Budaya,"{'bleu': 0.4552783719555951, 'precisions': [0.625, 0.46808510638297873, 0.41304347826086957, 0.35555555555555557], 'brevity_penalty': 1.0, 'length_ratio': 1.2972972972972974, 'translation_length': 48, 'reference_length': 37}","{'rouge1': 0.7088607594936709, 'rouge2': 0.5454545454545454, 'rougeL': 0.4050632911392405, 'rougeLsum': 0.4050632911392405}",0.7873485088348389
84,"""Apa yang dapat dipelajari dari representasi binatang-binatang di lantai teras Candi Borobudur?""","Dari representasi binatang-binatang di lantai teras Candi Borobudur, kita dapat mempelajari tentang simbolisme dan makna filosofis dalam ajaran Buddha. Representasi binatang-binatang tersebut juga terkait dengan konsep kosmologi dan kehidupan dalam ajaran Buddha.",Budaya,"{'bleu': 0.1821703026641946, 'precisions': [0.6, 0.35294117647058826, 0.2727272727272727, 0.1875], 'brevity_penalty': 0.5647181220077593, 'length_ratio': 0.6363636363636364, 'translation_length': 35, 'reference_length': 55}","{'rouge1': 0.5185185185185186, 'rouge2': 0.3291139240506329, 'rougeL': 0.4197530864197531, 'rougeLsum': 0.4197530864197531}",0.7301907539367676
85,"""Apakah ada keterkaitan antara lantai teras Candi Borobudur dengan konsep meditasi Buddha?""","Ya, terdapat keterkaitan antara lantai teras Candi Borobudur dengan konsep meditasi Buddha. Elemen-elemen lantai teras mencerminkan perjalanan spiritual yang terkait dengan praktik meditasi dalam mencapai pencerahan dan pembebasan.",Budaya,"{'bleu': 0.12089372646636708, 'precisions': [0.7096774193548387, 0.3333333333333333, 0.2413793103448276, 0.10714285714285714], 'brevity_penalty': 0.432267928804797, 'length_ratio': 0.543859649122807, 'translation_length': 31, 'reference_length': 57}","{'rouge1': 0.5185185185185185, 'rouge2': 0.3291139240506329, 'rougeL': 0.3703703703703704, 'rougeLsum': 0.3703703703703704}",0.7290101051330566
86,"""Bagaimana Candi Borobudur mencerminkan konsep keindahan pada masa itu?""","Candi Borobudur mencerminkan konsep keindahan pada masa itu melalui arsitektur dan ukiran yang menggambarkan keagungan dan keindahan alam semesta. Struktur candi yang megah dengan relief-relief yang menggambarkan cerita-cerita Budha, serta ornamen-ornamen yang rumit, mencerminkan keindahan dan keagungan dalam konsep kehidupan dan alam semesta pada masa itu.",Budaya,"{'bleu': 0.3808464930702675, 'precisions': [0.4, 0.3877551020408163, 0.375, 0.3617021276595745], 'brevity_penalty': 1.0, 'length_ratio': 2.272727272727273, 'translation_length': 50, 'reference_length': 22}","{'rouge1': 0.5588235294117647, 'rouge2': 0.5454545454545454, 'rougeL': 0.5588235294117647, 'rougeLsum': 0.5588235294117647}",0.8240466117858887
87,"""Apa hubungan antara simbol-simbol agama dalam Candi Borobudur dengan struktur sosial masyarakat pada masa lalu?""","Simbol-simbol agama dalam Candi Borobudur memiliki hubungan yang erat dengan struktur sosial masyarakat pada masa lalu, karena mencerminkan nilai-nilai, ajaran, dan struktur sosial masyarakat pada masa itu. Melalui simbol-simbol ini, kita dapat memahami bagaimana agama dan struktur sosial saling terkait dan saling memengaruhi dalam membentuk identitas dan kehidupan masyarakat pada masa lalu.",Budaya,"{'bleu': 0.19980710925983675, 'precisions': [0.6724137931034483, 0.2982456140350877, 0.17857142857142858, 0.10909090909090909], 'brevity_penalty': 0.7992048916091277, 'length_ratio': 0.8169014084507042, 'translation_length': 58, 'reference_length': 71}","{'rouge1': 0.5882352941176472, 'rouge2': 0.2905982905982906, 'rougeL': 0.3697478991596639, 'rougeLsum': 0.3697478991596639}",0.9276928901672363
88,"""Apa yang dapat kita pelajari dari tipologi atap bangunan berkonstruksi kayu di Candi Borobudur?""",Kita dapat mempelajari variasi bentuk atap tradisional yang digunakan pada masa itu dan memahami bagaimana atap menjadi bagian integral dari arsitektur dan kehidupan masyarakat pada masa itu.,Budaya,"{'bleu': 0.1231384531098211, 'precisions': [0.7142857142857143, 0.48148148148148145, 0.4230769230769231, 0.36], 'brevity_penalty': 0.257395142052568, 'length_ratio': 0.42424242424242425, 'translation_length': 28, 'reference_length': 66}","{'rouge1': 0.4651162790697674, 'rouge2': 0.30952380952380953, 'rougeL': 0.4186046511627908, 'rougeLsum': 0.4186046511627908}",0.6628689765930176
89,"""Upacara dan festival apa yang diselenggarakan di Candi Borobudur?""","Upacara dan festival yang diselenggarakan di Candi Borobudur antara lain Waisak (Ulang Tahun Buddha), Purnama (bulan purnama), dan perayaan pencerahan Buddha. Upacara ini melibatkan kegiatan seperti nyanyian kitab suci Buddha, meditasi, dan menyalakan lilin dan dupa sebagai persembahan.",Budaya,"{'bleu': 0.18193069807660228, 'precisions': [0.625, 0.3617021276595745, 0.15217391304347827, 0.044444444444444446], 'brevity_penalty': 0.9200444146293233, 'length_ratio': 0.9230769230769231, 'translation_length': 48, 'reference_length': 52}","{'rouge1': 0.5263157894736842, 'rouge2': 0.24324324324324326, 'rougeL': 0.2894736842105263, 'rougeLsum': 0.2894736842105263}",0.7797093391418457
90,"""Apa arti budaya unik dari Candi Borobudur?""","Budaya unik Candi Borobudur mengacu pada warisan budaya dan tradisi yang berbeda yang terkait dengan candi dan lingkungan sekitarnya. Ini mencakup ritual tradisional, adat istiadat, dan praktik budaya lokal yang kaya dan unik.",Budaya,"{'bleu': 0.5204313611390792, 'precisions': [0.5405405405405406, 0.5277777777777778, 0.5142857142857142, 0.5], 'brevity_penalty': 1.0, 'length_ratio': 1.6818181818181819, 'translation_length': 37, 'reference_length': 22}","{'rouge1': 0.7307692307692308, 'rouge2': 0.72, 'rougeL': 0.7307692307692308, 'rougeLsum': 0.7307692307692308}",0.7061834335327148
91,"""Apa pesan atau nilai yang dapat diambil dari pembangunan Candi Borobudur untuk generasi masa kini?""","Pesan atau nilai yang dapat diambil dari pembangunan Candi Borobudur untuk generasi masa kini adalah pentingnya melestarikan budaya, toleransi beragama, keunggulan artistik, signifikansi sejarah, dan identitas budaya. Nilai-nilai ini dapat menjadi inspirasi dan sumber motivasi bagi generasi sekarang untuk menghargai warisan budaya dan memahami sejarah.",Budaya,"{'bleu': 0.0, 'precisions': [0.11764705882352941, 0.04, 0.02040816326530612, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 1.8214285714285714, 'translation_length': 51, 'reference_length': 28}","{'rouge1': 0.5538461538461538, 'rouge2': 0.3492063492063492, 'rougeL': 0.5230769230769231, 'rougeLsum': 0.5230769230769231}",0.8290896415710449
92,"""Apakah ada ritual atau upacara yang terkait dengan Stupa di Candi Borobudur?""","Ya, ada ritual dan upacara yang terkait dengan Stupa di Candi Borobudur, yaitu festival Vaisakha atau 'Ulang Tahun Buddha'.",Budaya,"{'bleu': 0.2910624919304027, 'precisions': [0.4090909090909091, 0.3333333333333333, 0.25, 0.21052631578947367], 'brevity_penalty': 1.0, 'length_ratio': 1.1, 'translation_length': 22, 'reference_length': 20}","{'rouge1': 0.4444444444444444, 'rouge2': 0.35294117647058826, 'rougeL': 0.4444444444444444, 'rougeLsum': 0.4444444444444444}",0.5625839233398438
93,"""Bagaimana pengaruh tipologi atap terhadap keseluruhan desain bangunan Candi Borobudur?""","Pengaruh tipologi atap terhadap keseluruhan desain bangunan Candi Borobudur sangat signifikan, karena memengaruhi tampilan visual, fungsi, struktur, dan karakteristik ruang di dalam bangunan. Selain itu, tipologi atap juga dapat memberikan inspirasi bagi para arsitek dalam merancang bangunan baru yang terinspirasi dari bentuk atap tradisional.",Budaya,"{'bleu': 0.0, 'precisions': [0.23529411764705882, 0.08, 0.02040816326530612, 0.0], 'brevity_penalty': 1.0, 'length_ratio': 2.125, 'translation_length': 51, 'reference_length': 24}","{'rouge1': 0.34375, 'rouge2': 0.06451612903225806, 'rougeL': 0.25000000000000006, 'rougeLsum': 0.25000000000000006}",0.8240931034088135
94,"""Apakah terdapat perbedaan makna antara relief-relief di lantai teras utama dan lantai teras pelengkap?""","Ya, terdapat perbedaan makna antara relief-relief di lantai teras utama dan lantai teras pelengkap karena mereka mewakili tahapan perjalanan spiritual yang berbeda dalam ajaran Buddha. Relief-relief di lantai teras utama terkait dengan pencapaian Bodhisattvabhumi VII hingga X, sedangkan relief-relief di lantai teras pelengkap terkait dengan pencapaian Bodhisattvabhumi II hingga VI.",Budaya,"{'bleu': 0.3902669782633184, 'precisions': [0.6296296296296297, 0.4716981132075472, 0.38461538461538464, 0.29411764705882354], 'brevity_penalty': 0.9115648029083242, 'length_ratio': 0.9152542372881356, 'translation_length': 54, 'reference_length': 59}","{'rouge1': 0.6095238095238096, 'rouge2': 0.5048543689320388, 'rougeL': 0.5904761904761905, 'rougeLsum': 0.5904761904761905}",0.8778221607208252
95,"""Apa saja kegiatan yang ada di aktivitas Public Relations Candi Borobudur?""","Kegiatan Public Relations Taman Wisata Candi Borobudur meliputi hubungan dengan karyawan, pelanggan, komunitas, dan media, serta pembinaan tim dan bantuan sosial. Secara spesifik, kegiatan tersebut terdiri dari 4 poin utama, yaitu hubungan dengan karyawan, pelanggan dan komunitas, pembinaan tim, serta bantuan sosial dan penciptaan lapangan kerja bagi masyarakat sekitar.",Budaya,"{'bleu': 0.22337518813874474, 'precisions': [0.55, 0.2711864406779661, 0.1896551724137931, 0.14035087719298245], 'brevity_penalty': 0.8898817709880238, 'length_ratio': 0.8955223880597015, 'translation_length': 60, 'reference_length': 67}","{'rouge1': 0.5360824742268041, 'rouge2': 0.29473684210526313, 'rougeL': 0.43298969072164945, 'rougeLsum': 0.43298969072164945}",0.865077018737793
96,"""Mengapa Candi Borobudur menjadi Situs Warisan Dunia UNESCO?""",Candi Borobudur menjadi Situs Warisan Dunia UNESCO karena signifikansinya sebagai monumen budaya dan sejarah yang mewakili peradaban Jawa kuno pada abad VIII-IX M. Keindahan arsitektur dan nilai budaya candi tersebut juga menjadi alasan utama pengakuan ini.,Budaya,"{'bleu': 0.5525916812733755, 'precisions': [0.6052631578947368, 0.5675675675675675, 0.5277777777777778, 0.5142857142857142], 'brevity_penalty': 1.0, 'length_ratio': 1.4074074074074074, 'translation_length': 38, 'reference_length': 27}","{'rouge1': 0.7419354838709677, 'rouge2': 0.7000000000000001, 'rougeL': 0.7419354838709677, 'rougeLsum': 0.7419354838709677}",0.7491967678070068
97,"""Apa yang dapat diketahui tentang siklus hidup atau kematian dari relief-relief di Borobudur dalam konteks arkeoastronomi?""","Relief-relief di Borobudur memberikan informasi mengenai siklus hidup atau kematian dalam konteks arkeoastronomi melalui penggambaran objek-objek astronomis dan adegan kehidupan masyarakat kuno yang terkait dengan siklus alam dan peristiwa astronomi. Relief-relief tersebut juga memberikan gambaran tentang perjalanan matahari sepanjang tahun, titik balik matahari, dan fenomena astronomi lainnya yang terkait dengan siklus hidup alam semesta.",Budaya,"{'bleu': 0.41019772734221505, 'precisions': [0.4482758620689655, 0.42105263157894735, 0.39285714285714285, 0.38181818181818183], 'brevity_penalty': 1.0, 'length_ratio': 2.0714285714285716, 'translation_length': 58, 'reference_length': 28}","{'rouge1': 0.5925925925925926, 'rouge2': 0.5569620253164557, 'rougeL': 0.5925925925925926, 'rougeLsum': 0.5925925925925926}",0.9108951091766357
98,"""Apa makna dari struktur hirarki dalam Candi Borobudur, terutama dari perspektif agama?""","Makna dari struktur hirarki dalam Candi Borobudur dari perspektif agama adalah mencerminkan konsep kosmologi Buddha yang terbagi menjadi tiga tingkat kehidupan: Kamadhatu, Rupadhatu, dan Arupadhatu. Struktur ini menggambarkan perjalanan menuju pemahaman yang lebih dalam tentang kehidupan dan alam semesta, serta mencerminkan konsep kesadaran dan pencerahan spiritual.",Budaya,"{'bleu': 0.3852522933961254, 'precisions': [0.9423076923076923, 0.8627450980392157, 0.8, 0.7346938775510204], 'brevity_penalty': 0.4633693692311752, 'length_ratio': 0.5652173913043478, 'translation_length': 52, 'reference_length': 92}","{'rouge1': 0.7096774193548387, 'rouge2': 0.6229508196721312, 'rougeL': 0.6935483870967742, 'rougeLsum': 0.6935483870967742}",0.8895835876464844
99,"""Bagaimana elemen-elemen profan seperti pariwisata terintegrasi dalam konteks Candi Borobudur?""","Elemen-elemen profan seperti pariwisata terintegrasi dalam konteks Candi Borobudur melalui pendekatan strukturalisme Levi-Strauss yang menggambarkan dualisme fungsi candi sebagai tempat praktik keagamaan sekaligus objek pariwisata. Dalam hal ini, lembaga pariwisata memanfaatkan keunikan bentuk Borobudur sebagai simbol Indonesia untuk mengadakan berbagai kegiatan pariwisata.",Budaya,"{'bleu': 0.2629233715549146, 'precisions': [0.9777777777777777, 0.9318181818181818, 0.8604651162790697, 0.8095238095238095], 'brevity_penalty': 0.29457482831010734, 'length_ratio': 0.45, 'translation_length': 45, 'reference_length': 100}","{'rouge1': 0.6323529411764707, 'rouge2': 0.5970149253731343, 'rougeL': 0.6323529411764707, 'rougeLsum': 0.6323529411764707}",0.8815336227416992
100,"""Apa itu Stupa dalam konteks Candi Borobudur?""","Stupa dalam konteks Candi Borobudur adalah struktur suci dalam arsitektur Buddha. Stupa ini memiliki makna sebagai tempat penyimpanan relik atau abu jenazah Buddha, serta simbol kebijaksanaan dan pencerahan.",Pemugaran,"{'bleu': 0.17115279944073908, 'precisions': [0.2903225806451613, 0.2, 0.13793103448275862, 0.10714285714285714], 'brevity_penalty': 1.0, 'length_ratio': 1.9375, 'translation_length': 31, 'reference_length': 16}","{'rouge1': 0.4, 'rouge2': 0.2631578947368421, 'rougeL': 0.35000000000000003, 'rougeLsum': 0.35000000000000003}",0.7706148624420166
101,"""Bagaimana peran UNESCO dalam melestarikan Candi Borobudur?""","UNESCO memiliki peran penting dalam melestarikan Candi Borobudur melalui program Warisan Dunia, yang memberikan dukungan dan bantuan dalam upaya pelestarian, pemeliharaan, dan pengembangan Candi Borobudur. Keanggotaan Candi Borobudur sebagai Situs Warisan Dunia juga membantu meningkatkan kesadaran global akan pentingnya melestarikan situs bersejarah ini.",Pemugaran,"{'bleu': 0.35037648821983003, 'precisions': [0.4791666666666667, 0.3617021276595745, 0.32608695652173914, 0.26666666666666666], 'brevity_penalty': 1.0, 'length_ratio': 1.5483870967741935, 'translation_length': 48, 'reference_length': 31}","{'rouge1': 0.6176470588235294, 'rouge2': 0.45454545454545453, 'rougeL': 0.5294117647058824, 'rougeLsum': 0.5294117647058824}",0.842231035232544
102,"""Apa saja kegiatan yang ada di aktivitas Public Relations Candi Borobudur?""","Kegiatan yang ada dalam aktivitas Public Relations Taman Wisata Candi Borobudur meliputi empat kategori, yaitu: hubungan dengan karyawan, hubungan dengan pelanggan, komunitas, dan media, pembinaan tim, serta bantuan sosial dan ekonomi bagi masyarakat sekitar. Kegiatan-kegiatan ini bertujuan untuk mempengaruhi persepsi pengunjung terhadap citra Taman Wisata Candi Borobudur.",Pemugaran,"{'bleu': 0.2900248246912663, 'precisions': [0.7321428571428571, 0.4909090909090909, 0.3888888888888889, 0.3018867924528302], 'brevity_penalty': 0.6399094663718955, 'length_ratio': 0.691358024691358, 'translation_length': 56, 'reference_length': 81}","{'rouge1': 0.6972477064220183, 'rouge2': 0.5046728971962617, 'rougeL': 0.5321100917431192, 'rougeLsum': 0.5321100917431192}",1.0629022121429443
103,"""Apa pesan spiritual yang ingin disampaikan melalui ukiran-ukiran di lantai teras Candi Borobudur?""","Pesan spiritual yang ingin disampaikan melalui ukiran-ukiran di lantai teras Candi Borobudur adalah tentang perjalanan spiritual manusia menuju pencerahan dan pembebasan dari siklus kelahiran dan kematian. Ukiran-ukiran tersebut juga menggambarkan pentingnya perjalanan spiritual, meditasi, dan pemahaman yang mendalam terhadap realitas dan kehidupan.",Pemugaran,"{'bleu': 0.4446454334013458, 'precisions': [0.5869565217391305, 0.4666666666666667, 0.4090909090909091, 0.3488372093023256], 'brevity_penalty': 1.0, 'length_ratio': 1.3142857142857143, 'translation_length': 46, 'reference_length': 35}","{'rouge1': 0.72, 'rouge2': 0.6575342465753425, 'rougeL': 0.5866666666666667, 'rougeLsum': 0.5866666666666667}",1.0687503814697266
104,"""Apakah terdapat hubungan antara jenis tanah di sekitar Candi Borobudur dengan jenis tanaman yang tumbuh di sana?""","Ya, terdapat hubungan antara jenis tanah di sekitar Candi Borobudur dengan jenis tanaman yang tumbuh di sana. Tanah vulkanik dan material longsoran di sekitar Candi Borobudur mempengaruhi jenis tanaman yang dapat tumbuh di area tersebut.",Pemugaran,"{'bleu': 0.2765439363995127, 'precisions': [0.7894736842105263, 0.5675675675675675, 0.4166666666666667, 0.2857142857142857], 'brevity_penalty': 0.5754335174031933, 'length_ratio': 0.6440677966101694, 'translation_length': 38, 'reference_length': 59}","{'rouge1': 0.6428571428571429, 'rouge2': 0.5121951219512195, 'rougeL': 0.4523809523809524, 'rougeLsum': 0.4523809523809524}",0.7488903999328613
105,"""Apakah ada peran penting Candi Borobudur dalam diplomasi budaya?""","Ya, Candi Borobudur memiliki peran penting dalam diplomasi budaya sebagai simbol warisan budaya Indonesia yang diakui secara internasional. Beberapa peran pentingnya meliputi memperkuat hubungan bilateral, pertukaran budaya, pameran dan konferensi internasional, serta pendidikan dan penelitian.",Pemugaran,"{'bleu': 0.4172541061594458, 'precisions': [0.6585365853658537, 0.525, 0.5128205128205128, 0.5], 'brevity_penalty': 0.764683938413801, 'length_ratio': 0.7884615384615384, 'translation_length': 41, 'reference_length': 52}","{'rouge1': 0.8311688311688312, 'rouge2': 0.6933333333333332, 'rougeL': 0.8311688311688312, 'rougeLsum': 0.8051948051948051}",3.007840394973755
106,"""Bagaimana situasi politik di Indonesia pada saat pengeboman Candi Borobudur terjadi?""","Situasi politik di Indonesia pada saat pengeboman Candi Borobudur terjadi ditandai oleh konflik antara Islam dan pemerintah, terutama selama masa Orde Baru. Pemerintahan Orde Baru lebih menekankan pada bidang ekonomi pembangunan yang pragmatis, nonsektarian, dan memberikan komitmen pada ideologi resmi negara ""Pancasila"".",Pemugaran,"{'bleu': 0.48279474919831716, 'precisions': [0.5306122448979592, 0.4791666666666667, 0.46808510638297873, 0.45652173913043476], 'brevity_penalty': 1.0, 'length_ratio': 1.8846153846153846, 'translation_length': 49, 'reference_length': 26}","{'rouge1': 0.6875000000000001, 'rouge2': 0.6774193548387097, 'rougeL': 0.6875000000000001, 'rougeLsum': 0.6875000000000001}",1.56070876121521
